Namespace(I0=20, N=10000, R0=0, beta=0.5, data='italy_i.csv', day_max=58, day_min=33, delta=0.2, k_inf=1, k_rec=1, llavor=1, nseed=1, seed0=1)
         1198205 function calls (1185443 primitive calls) in 3.472 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_managers.py:39(ToolManager)
        1    0.000    0.000    0.002    0.002 backend_qt5.py:1(<module>)
        1    0.000    0.000    0.004    0.004 backend_qt5agg.py:1(<module>)
        1    0.000    0.000    0.001    0.001 backend_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:1030(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:160(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:248(SetCursorBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:31(Cursors)
        1    0.000    0.000    0.000    0.000 backend_tools.py:319(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:366(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:394(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_tools.py:40(ToolBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:404(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 backend_tools.py:414(_ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:424(ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:429(_ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:439(ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:444(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:459(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:474(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:487(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:504(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:514(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:524(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 backend_tools.py:682(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:694(ToolHome)
        1    0.000    0.000    0.000    0.000 backend_tools.py:703(ToolBack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:712(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:721(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:728(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:736(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:800(ToolZoom)
        1    0.000    0.000    0.000    0.000 backend_tools.py:926(ToolPan)
        1    0.000    0.000    0.000    0.000 backend_tools.py:992(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:182(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:25(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.005    0.005 blocking_input.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:101(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:271(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:32(BlockingInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:330(BlockingKeyMouseInput)
        1    0.000    0.000    0.002    0.002 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.006    0.006 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 category.py:113(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 category.py:133(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 category.py:163(UnitData)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1982(Chebyshev)
        1    0.000    0.000    0.009    0.009 cm.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cm.py:177(get_cmap)
        1    0.000    0.000    0.000    0.000 cm.py:211(ScalarMappable)
        2    0.000    0.000    0.000    0.000 cm.py:219(__init__)
        2    0.000    0.000    0.000    0.000 cm.py:396(set_cmap)
        2    0.000    0.000    0.000    0.000 cm.py:410(set_norm)
        1    0.000    0.000    0.007    0.007 cm.py:53(_gen_cmap_registry)
        1    0.000    0.000    0.000    0.000 cm.py:75(_DeprecatedCmapDictWrapper)
        1    0.000    0.000    0.000    0.000 cm.py:78(__init__)
       32    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       32    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
      106    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.033    0.033 collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1102(PolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1190(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1233(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1296(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1301(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1306(LineCollection)
        2    0.000    0.000    0.004    0.002 collections.py:1326(__init__)
        2    0.000    0.000    0.003    0.002 collections.py:1395(set_segments)
        2    0.000    0.000    0.002    0.001 collections.py:1408(<listcomp>)
        1    0.000    0.000    0.000    0.000 collections.py:1444(set_color)
        1    0.000    0.000    0.000    0.000 collections.py:1464(EventCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1664(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1684(EllipseCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1769(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1824(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1888(QuadMesh)
        8    0.000    0.000    0.000    0.000 collections.py:216(get_paths)
        1    0.000    0.000    0.000    0.000 collections.py:22(Collection)
        8    0.000    0.000    0.000    0.000 collections.py:222(get_transforms)
        8    0.000    0.000    0.000    0.000 collections.py:225(get_offset_transform)
        8    0.000    0.000    0.000    0.000 collections.py:303(_prepare_points)
        4    0.000    0.000    0.001    0.000 collections.py:340(draw)
        2    0.000    0.000    0.000    0.000 collections.py:418(set_pickradius)
        2    0.000    0.000    0.000    0.000 collections.py:470(set_urls)
        2    0.000    0.000    0.000    0.000 collections.py:493(set_hatch)
        2    0.000    0.000    0.000    0.000 collections.py:588(set_linewidth)
        2    0.000    0.000    0.000    0.000 collections.py:610(set_linestyle)
        4    0.000    0.000    0.000    0.000 collections.py:687(_bcast_lwls)
        4    0.000    0.000    0.000    0.000 collections.py:720(<listcomp>)
        2    0.000    0.000    0.000    0.000 collections.py:725(set_antialiased)
        2    0.000    0.000    0.000    0.000 collections.py:73(__init__)
        2    0.000    0.000    0.000    0.000 collections.py:754(_set_facecolor)
        2    0.000    0.000    0.000    0.000 collections.py:767(set_facecolor)
        8    0.000    0.000    0.000    0.000 collections.py:782(get_facecolor)
        8    0.000    0.000    0.000    0.000 collections.py:785(get_edgecolor)
        3    0.000    0.000    0.000    0.000 collections.py:791(_set_edgecolor)
        3    0.000    0.000    0.000    0.000 collections.py:819(set_edgecolor)
        4    0.000    0.000    0.000    0.000 collections.py:845(update_scalarmappable)
        1    0.000    0.000    0.000    0.000 collections.py:864(update_from)
        1    0.000    0.000    0.000    0.000 collections.py:887(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 collections.py:934(PathCollection)
        1    0.000    0.000    0.092    0.092 colorbar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:1186(Colorbar)
        1    0.000    0.000    0.000    0.000 colorbar.py:1636(ColorbarPatch)
        1    0.000    0.000    0.000    0.000 colorbar.py:229(_ColorbarAutoLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:262(_ColorbarAutoMinorLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:289(_ColorbarLogLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:321(ColorbarBase)
        1    0.000    0.000    0.003    0.003 colors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:102(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:1099(TwoSlopeNorm)
        4    0.000    0.000    0.000    0.000 colors.py:114(_sanitize_extrema)
        1    0.000    0.000    0.000    0.000 colors.py:1169(DivergingNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1174(LogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1238(SymLogNorm)
     1610    0.001    0.000    0.004    0.000 colors.py:124(_is_nth_color)
      426    0.000    0.000    0.004    0.000 colors.py:129(is_color_like)
        1    0.000    0.000    0.000    0.000 colors.py:1367(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1418(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1525(NoNorm)
     1184    0.002    0.000    0.009    0.000 colors.py:161(to_rgba)
        1    0.000    0.000    0.000    0.000 colors.py:1681(LightSource)
      377    0.002    0.000    0.004    0.000 colors.py:197(_to_rgba_no_colorcycle)
      440    0.000    0.000    0.000    0.000 colors.py:224(<genexpr>)
     1008    0.000    0.000    0.001    0.000 colors.py:266(<genexpr>)
     1260    0.000    0.000    0.000    0.000 colors.py:276(<genexpr>)
        7    0.000    0.000    0.000    0.000 colors.py:281(to_rgba_array)
        1    0.000    0.000    0.000    0.000 colors.py:371(ColorConverter)
        1    0.000    0.000    0.000    0.000 colors.py:509(Colormap)
      166    0.000    0.000    0.000    0.000 colors.py:521(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:695(LinearSegmentedColormap)
      126    0.000    0.000    0.000    0.000 colors.py:704(__init__)
       32    0.001    0.000    0.006    0.000 colors.py:776(from_list)
        1    0.000    0.000    0.000    0.000 colors.py:80(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:81(__init__)
       63    0.000    0.000    0.001    0.000 colors.py:829(reversed)
       63    0.000    0.000    0.001    0.000 colors.py:848(<dictcomp>)
      188    0.000    0.000    0.000    0.000 colors.py:850(<listcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:861(ListedColormap)
       40    0.000    0.000    0.000    0.000 colors.py:889(__init__)
       20    0.000    0.000    0.000    0.000 colors.py:929(reversed)
        1    0.000    0.000    0.000    0.000 colors.py:956(Normalize)
        2    0.000    0.000    0.000    0.000 colors.py:962(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:97(<dictcomp>)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:103(StemContainer)
        1    0.000    0.000    0.000    0.000 container.py:17(__new__)
        1    0.000    0.000    0.000    0.000 container.py:20(__init__)
        1    0.000    0.000    0.000    0.000 container.py:46(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
        1    0.000    0.000    0.000    0.000 container.py:71(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 container.py:96(__init__)
  814/812    0.001    0.000    0.007    0.000 contextlib.py:108(__enter__)
  814/812    0.001    0.000    0.004    0.000 contextlib.py:117(__exit__)
       18    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
      814    0.001    0.000    0.002    0.000 contextlib.py:238(helper)
        5    0.000    0.000    0.000    0.000 contextlib.py:294(__init__)
        5    0.000    0.000    0.000    0.000 contextlib.py:296(__enter__)
        5    0.000    0.000    0.000    0.000 contextlib.py:298(__exit__)
        2    0.000    0.000    0.000    0.000 contextlib.py:379(_create_cb_wrapper)
        2    0.000    0.000    0.000    0.000 contextlib.py:381(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 contextlib.py:385(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:429(callback)
        2    0.000    0.000    0.000    0.000 contextlib.py:463(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 contextlib.py:479(__enter__)
        1    0.000    0.000    0.000    0.000 contextlib.py:482(__exit__)
        1    0.000    0.000    0.000    0.000 contextlib.py:59(_recreate_cm)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(__call__)
        1    0.000    0.000    0.000    0.000 contextlib.py:72(inner)
      814    0.001    0.000    0.002    0.000 contextlib.py:82(__init__)
        1    0.000    0.000    0.048    0.048 contour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:1388(QuadContourSet)
        1    0.000    0.000    0.000    0.000 contour.py:35(ClabelText)
        1    0.000    0.000    0.000    0.000 contour.py:48(ContourLabeler)
        1    0.000    0.000    0.000    0.000 contour.py:670(ContourSet)
        1    0.000    0.000    0.000    0.000 copy.py:1(<module>)
      412    0.001    0.000    0.001    0.000 copy.py:258(_reconstruct)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
